Location Id,Depot Id,Band,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Bank Holiday
4432,30103,PE,25,25,25,25,25,25,25,25
4460,30053,21:00,75,75,75,75,75,75,75,75
4460,30053,PE,25,25,25,25,25,25,25,25
4466,30103,21:00,75,75,75,75,75,75,75,75
4466,30103,PE,25,25,25,25,25,25,25,25
4477,30103,21:00,75,75,75,75,75,75,75,75
4477,30103,PE,25,25,25,25,25,25,25,25
4497,30102,21:00,75,75,75,75,75,75,75,75
4497,30102,PE,25,25,25,25,25,25,25,25
4503,30053,21:00,75,75,75,75,75,75,75,75
4503,30053,PE,25,25,25,25,25,25,25,25
4512,30102,21:00,75,75,75,75,75,75,75,75
4512,30102,PE,25,25,25,25,25,25,25,25
4540,30053,21:00,75,75,75,75,75,75,75,75
4540,30053,PE,25,25,25,25,25,25,25,25
4541,30053,21:00,75,75,75,75,75,75,75,75
4541,30053,PE,25,25,25,25,25,25,25,25
4555,30102,21:00,75,75,75,75,75,75,75,75
4555,30102,PE,25,25,25,25,25,25,25,25
4558,30053,21:00,75,75,75,75,75,75,75,75
4558,30053,PE,25,25,25,25,25,25,25,25
4573,30053,21:00,75,75,75,75,75,75,75,75
4573,30053,PE,25,25,25,25,25,25,25,25
4611,30103,21:00,75,75,75,75,75,75,75,75
4611,30103,PE,25,25,25,25,25,25,25,25
4615,30103,21:00,75,75,75,75,75,75,75,75
4615,30103,PE,25,25,25,25,25,25,25,25
4622,30053,21:00,75,75,75,75,75,75,75,75
4622,30053,PE,25,25,25,25,25,25,25,25
4626,30053,21:00,75,75,75,75,75,75,75,75
4626,30053,PE,25,25,25,25,25,25,25,25
4642,30103,21:00,75,75,75,75,75,75,75,75
4642,30103,PE,25,25,25,25,25,25,25,25
4780,30053,21:00,75,75,75,75,75,75,75,75
4780,30053,PE,25,25,25,25,25,25,25,25
4783,30053,21:00,75,75,75,75,75,75,75,75
4783,30053,PE,25,25,25,25,25,25,25,25
4797,30102,21:00,75,75,75,75,75,75,75,75
4797,30102,PE,25,25,25,25,25,25,25,25
4798,30102,21:00,75,75,75,75,75,75,75,75
4798,30102,PE,25,25,25,25,25,25,25,25
4799,30102,21:00,75,75,75,75,75,75,75,75
4799,30102,PE,25,25,25,25,25,25,25,25
4804,30053,21:00,75,75,75,75,75,75,75,75
4804,30053,PE,25,25,25,25,25,25,25,25
4816,30103,21:00,75,75,75,75,75,75,75,75
4816,30103,PE,25,25,25,25,25,25,25,25
4824,30053,21:00,75,75,75,75,75,75,75,75
4824,30053,PE,25,25,25,25,25,25,25,25
4829,30103,21:00,75,75,75,75,75,75,75,75
4829,30103,PE,25,25,25,25,25,25,25,25
4831,30053,21:00,75,75,75,75,75,75,75,75
4831,30053,PE,25,25,25,25,25,25,25,25
4840,30102,21:00,75,75,75,75,75,75,75,75
4840,30102,PE,25,25,25,25,25,25,25,25
4843,30102,21:00,75,75,75,75,75,75,75,75
4843,30102,PE,25,25,25,25,25,25,25,25
4846,30102,21:00,75,75,75,75,75,75,75,75
4846,30102,PE,25,25,25,25,25,25,25,25
4854,30053,21:00,75,75,75,75,75,75,75,75
4854,30053,PE,25,25,25,25,25,25,25,25
4877,30103,21:00,75,75,75,75,75,75,75,75
4877,30103,PE,25,25,25,25,25,25,25,25
4888,30053,21:00,75,75,75,75,75,75,75,75
4888,30053,PE,25,25,25,25,25,25,25,25
4890,30102,21:00,75,75,75,75,75,75,75,75
4890,30102,PE,25,25,25,25,25,25,25,25
4891,30053,21:00,75,75,75,75,75,75,75,75
4891,30053,PE,25,25,25,25,25,25,25,25
4893,30103,21:00,75,75,75,75,75,75,75,75
4893,30103,PE,25,25,25,25,25,25,25,25
5000,30102,21:00,75,75,75,75,75,75,75,75
5000,30102,PE,25,25,25,25,25,25,25,25
5002,30103,21:00,75,75,75,75,75,75,75,75
5002,30103,PE,25,25,25,25,25,25,25,25
5007,30103,21:00,75,75,75,75,75,75,75,75
5007,30103,PE,25,25,25,25,25,25,25,25
5008,30103,21:00,75,75,75,75,75,75,75,75
5008,30103,PE,25,25,25,25,25,25,25,25
5012,30053,21:00,75,75,75,75,75,75,75,75
5012,30053,PE,25,25,25,25,25,25,25,25
5015,30102,21:00,75,75,75,75,75,75,75,75
5015,30102,PE,25,25,25,25,25,25,25,25
5017,30103,21:00,75,75,75,75,75,75,75,75
5017,30103,PE,25,25,25,25,25,25,25,25
5020,30053,21:00,75,75,75,75,75,75,75,75
5020,30053,PE,25,25,25,25,25,25,25,25
5025,30103,21:00,75,75,75,75,75,75,75,75
5025,30103,PE,25,25,25,25,25,25,25,25
5026,30053,21:00,75,75,75,75,75,75,75,75
5026,30053,PE,25,25,25,25,25,25,25,25
5027,30103,21:00,75,75,75,75,75,75,75,75
5027,30103,PE,25,25,25,25,25,25,25,25
5028,30103,21:00,75,75,75,75,75,75,75,75
5028,30103,PE,25,25,25,25,25,25,25,25
5033,30102,21:00,75,75,75,75,75,75,75,75
5033,30102,PE,25,25,25,25,25,25,25,25
5034,30103,21:00,75,75,75,75,75,75,75,75
5034,30103,PE,25,25,25,25,25,25,25,25
5035,30103,21:00,75,75,75,75,75,75,75,75
5035,30103,PE,25,25,25,25,25,25,25,25
5036,30102,21:00,75,75,75,75,75,75,75,75
5036,30102,PE,25,25,25,25,25,25,25,25
5044,30103,21:00,75,75,75,75,75,75,75,75
5044,30103,PE,25,25,25,25,25,25,25,25
5045,30053,21:00,75,75,75,75,75,75,75,75
5045,30053,PE,25,25,25,25,25,25,25,25
5049,30102,21:00,75,75,75,75,75,75,75,75
5049,30102,PE,25,25,25,25,25,25,25,25
5050,30103,21:00,75,75,75,75,75,75,75,75
5050,30103,PE,25,25,25,25,25,25,25,25
5051,30053,21:00,75,75,75,75,75,75,75,75
5051,30053,PE,25,25,25,25,25,25,25,25
5054,30053,21:00,75,75,75,75,75,75,75,75
5054,30053,PE,25,25,25,25,25,25,25,25
5055,30103,21:00,75,75,75,75,75,75,75,75
5055,30103,PE,25,25,25,25,25,25,25,25
5056,30102,21:00,75,75,75,75,75,75,75,75
5056,30102,PE,25,25,25,25,25,25,25,25
5058,30103,21:00,75,75,75,75,75,75,75,75
5058,30103,PE,25,25,25,25,25,25,25,25
5062,30103,21:00,75,75,75,75,75,75,75,75
5062,30103,PE,25,25,25,25,25,25,25,25
5064,30102,21:00,75,75,75,75,75,75,75,75
5064,30102,PE,25,25,25,25,25,25,25,25
5067,30102,21:00,75,75,75,75,75,75,75,75
5067,30102,PE,25,25,25,25,25,25,25,25
5072,30103,21:00,75,75,75,75,75,75,75,75
5072,30103,PE,25,25,25,25,25,25,25,25
5073,30103,21:00,75,75,75,75,75,75,75,75
5073,30103,PE,25,25,25,25,25,25,25,25
5074,30102,21:00,75,75,75,75,75,75,75,75
5074,30102,PE,25,25,25,25,25,25,25,25
5075,30103,21:00,75,75,75,75,75,75,75,75
5075,30103,PE,25,25,25,25,25,25,25,25
5076,30053,21:00,75,75,75,75,75,75,75,75
5076,30053,PE,25,25,25,25,25,25,25,25
5088,30053,21:00,75,75,75,75,75,75,75,75
5088,30053,PE,25,25,25,25,25,25,25,25
5089,30103,21:00,75,75,75,75,75,75,75,75
5089,30103,PE,25,25,25,25,25,25,25,25
5090,30053,21:00,75,75,75,75,75,75,75,75
5090,30053,PE,25,25,25,25,25,25,25,25
5092,30102,21:00,75,75,75,75,75,75,75,75
5092,30102,PE,25,25,25,25,25,25,25,25
5098,30102,21:00,75,75,75,75,75,75,75,75
5098,30102,PE,25,25,25,25,25,25,25,25
5099,30102,21:00,75,75,75,75,75,75,75,75
5099,30102,PE,25,25,25,25,25,25,25,25
5141,30103,21:00,75,75,75,75,75,75,75,75
5141,30103,PE,25,25,25,25,25,25,25,25
5142,30102,21:00,75,75,75,75,75,75,75,75
5142,30102,PE,25,25,25,25,25,25,25,25
5143,30053,21:00,75,75,75,75,75,75,75,75
5143,30053,PE,25,25,25,25,25,25,25,25
5149,30102,21:00,75,75,75,75,75,75,75,75
5149,30102,PE,25,25,25,25,25,25,25,25
5153,30103,21:00,75,75,75,75,75,75,75,75
5153,30103,PE,25,25,25,25,25,25,25,25
5155,30103,21:00,75,75,75,75,75,75,75,75
5155,30103,PE,25,25,25,25,25,25,25,25
5165,30102,21:00,75,75,75,75,75,75,75,75
5165,30102,PE,25,25,25,25,25,25,25,25
5167,30103,21:00,75,75,75,75,75,75,75,75
5167,30103,PE,25,25,25,25,25,25,25,25
5172,30103,21:00,75,75,75,75,75,75,75,75
5172,30103,PE,25,25,25,25,25,25,25,25
5197,30102,21:00,75,75,75,75,75,75,75,75
5197,30102,PE,25,25,25,25,25,25,25,25
5203,30102,21:00,75,75,75,75,75,75,75,75
5203,30102,PE,25,25,25,25,25,25,25,25
5207,30102,21:00,75,75,75,75,75,75,75,75
5207,30102,PE,25,25,25,25,25,25,25,25
5209,30103,21:00,75,75,75,75,75,75,75,75
5209,30103,PE,25,25,25,25,25,25,25,25
5213,30103,21:00,75,75,75,75,75,75,75,75
5213,30103,PE,25,25,25,25,25,25,25,25
5223,30102,21:00,75,75,75,75,75,75,75,75
5223,30102,PE,25,25,25,25,25,25,25,25
5224,30053,21:00,75,75,75,75,75,75,75,75
5224,30053,PE,25,25,25,25,25,25,25,25
5225,30102,21:00,75,75,75,75,75,75,75,75
5225,30102,PE,25,25,25,25,25,25,25,25
5227,30102,21:00,75,75,75,75,75,75,75,75
5227,30102,PE,25,25,25,25,25,25,25,25
5228,30102,21:00,75,75,75,75,75,75,75,75
5228,30102,PE,25,25,25,25,25,25,25,25
5246,30102,21:00,75,75,75,75,75,75,75,75
5246,30102,PE,25,25,25,25,25,25,25,25
5250,30103,21:00,75,75,75,75,75,75,75,75
5250,30103,PE,25,25,25,25,25,25,25,25
5270,30102,21:00,75,75,75,75,75,75,75,75
5270,30102,PE,25,25,25,25,25,25,25,25
5278,30102,21:00,75,75,75,75,75,75,75,75
5278,30102,PE,25,25,25,25,25,25,25,25
5286,30053,21:00,75,75,75,75,75,75,75,75
5286,30053,PE,25,25,25,25,25,25,25,25
5315,30053,21:00,75,75,75,75,75,75,75,75
5315,30053,PE,25,25,25,25,25,25,25,25
5316,30103,21:00,75,75,75,75,75,75,75,75
5316,30103,PE,25,25,25,25,25,25,25,25
5318,30102,21:00,75,75,75,75,75,75,75,75
5318,30102,PE,25,25,25,25,25,25,25,25
5321,30103,21:00,75,75,75,75,75,75,75,75
5321,30103,PE,25,25,25,25,25,25,25,25
5338,30102,21:00,75,75,75,75,75,75,75,75
5338,30102,PE,25,25,25,25,25,25,25,25
5352,30103,21:00,75,75,75,75,75,75,75,75
5352,30103,PE,25,25,25,25,25,25,25,25
5365,30053,21:00,75,75,75,75,75,75,75,75
5365,30053,PE,25,25,25,25,25,25,25,25
5370,30103,21:00,75,75,75,75,75,75,75,75
5370,30103,PE,25,25,25,25,25,25,25,25
5381,30103,21:00,75,75,75,75,75,75,75,75
5381,30103,PE,25,25,25,25,25,25,25,25
5384,30053,21:00,75,75,75,75,75,75,75,75
5384,30053,PE,25,25,25,25,25,25,25,25
5386,30102,21:00,75,75,75,75,75,75,75,75
5386,30102,PE,25,25,25,25,25,25,25,25
5391,30053,21:00,75,75,75,75,75,75,75,75
5391,30053,PE,25,25,25,25,25,25,25,25
5392,30102,21:00,75,75,75,75,75,75,75,75
5392,30102,PE,25,25,25,25,25,25,25,25
5394,30103,21:00,75,75,75,75,75,75,75,75
5394,30103,PE,25,25,25,25,25,25,25,25
5397,30102,21:00,75,75,75,75,75,75,75,75
5397,30102,PE,25,25,25,25,25,25,25,25
5401,30103,21:00,75,75,75,75,75,75,75,75
5401,30103,PE,25,25,25,25,25,25,25,25
5403,30102,21:00,75,75,75,75,75,75,75,75
5403,30102,PE,25,25,25,25,25,25,25,25
5415,30053,21:00,75,75,75,75,75,75,75,75
5415,30053,PE,25,25,25,25,25,25,25,25
5429,30053,21:00,75,75,75,75,75,75,75,75
5429,30053,PE,25,25,25,25,25,25,25,25
5434,30103,21:00,75,75,75,75,75,75,75,75
5434,30103,PE,25,25,25,25,25,25,25,25
5446,30103,21:00,75,75,75,75,75,75,75,75
5446,30103,PE,25,25,25,25,25,25,25,25
5461,30053,21:00,75,75,75,75,75,75,75,75
5461,30053,PE,25,25,25,25,25,25,25,25
5472,30053,21:00,75,75,75,75,75,75,75,75
5472,30053,PE,25,25,25,25,25,25,25,25
5475,30103,21:00,75,75,75,75,75,75,75,75
5475,30103,PE,25,25,25,25,25,25,25,25
5478,30053,21:00,75,75,75,75,75,75,75,75
5478,30053,PE,25,25,25,25,25,25,25,25
5495,30102,21:00,75,75,75,75,75,75,75,75
5495,30102,PE,25,25,25,25,25,25,25,25
5498,30102,21:00,75,75,75,75,75,75,75,75
5498,30102,PE,25,25,25,25,25,25,25,25
5506,30102,21:00,75,75,75,75,75,75,75,75
5506,30102,PE,25,25,25,25,25,25,25,25
5519,30103,21:00,75,75,75,75,75,75,75,75
5519,30103,PE,25,25,25,25,25,25,25,25
5525,30053,21:00,75,75,75,75,75,75,75,75
5525,30053,PE,25,25,25,25,25,25,25,25
5527,30053,21:00,75,75,75,75,75,75,75,75
5527,30053,PE,25,25,25,25,25,25,25,25
5533,30103,21:00,75,75,75,75,75,75,75,75
5533,30103,PE,25,25,25,25,25,25,25,25
5549,30102,21:00,75,75,75,75,75,75,75,75
5549,30102,PE,25,25,25,25,25,25,25,25
5553,30102,21:00,75,75,75,75,75,75,75,75
5553,30102,PE,25,25,25,25,25,25,25,25
5559,30103,21:00,75,75,75,75,75,75,75,75
5559,30103,PE,25,25,25,25,25,25,25,25
5562,30103,21:00,75,75,75,75,75,75,75,75
5562,30103,PE,25,25,25,25,25,25,25,25
5563,30103,21:00,75,75,75,75,75,75,75,75
5563,30103,PE,25,25,25,25,25,25,25,25
5570,30102,21:00,75,75,75,75,75,75,75,75
5570,30102,PE,25,25,25,25,25,25,25,25
5583,30053,21:00,75,75,75,75,75,75,75,75
5583,30053,PE,25,25,25,25,25,25,25,25
5593,30102,21:00,75,75,75,75,75,75,75,75
5593,30102,PE,25,25,25,25,25,25,25,25
5607,30102,21:00,75,75,75,75,75,75,75,75
5607,30102,PE,25,25,25,25,25,25,25,25
5615,30103,21:00,75,75,75,75,75,75,75,75
5615,30103,PE,25,25,25,25,25,25,25,25
5618,30103,21:00,75,75,75,75,75,75,75,75
5618,30103,PE,25,25,25,25,25,25,25,25
5631,30103,21:00,75,75,75,75,75,75,75,75
5631,30103,PE,25,25,25,25,25,25,25,25
5634,30102,21:00,75,75,75,75,75,75,75,75
5634,30102,PE,25,25,25,25,25,25,25,25
5656,30102,21:00,75,75,75,75,75,75,75,75
5656,30102,PE,25,25,25,25,25,25,25,25
5661,30103,21:00,75,75,75,75,75,75,75,75
5661,30103,PE,25,25,25,25,25,25,25,25
5662,30102,21:00,75,75,75,75,75,75,75,75
5662,30102,PE,25,25,25,25,25,25,25,25
5664,30103,21:00,75,75,75,75,75,75,75,75
5664,30103,PE,25,25,25,25,25,25,25,25
5667,30102,21:00,75,75,75,75,75,75,75,75
5667,30102,PE,25,25,25,25,25,25,25,25
5672,30103,21:00,75,75,75,75,75,75,75,75
5672,30103,PE,25,25,25,25,25,25,25,25
5706,30103,21:00,75,75,75,75,75,75,75,75
5706,30103,PE,25,25,25,25,25,25,25,25
5712,30102,21:00,75,75,75,75,75,75,75,75
5712,30102,PE,25,25,25,25,25,25,25,25
5716,30053,21:00,75,75,75,75,75,75,75,75
5716,30053,PE,25,25,25,25,25,25,25,25
5724,30102,21:00,75,75,75,75,75,75,75,75
5724,30102,PE,25,25,25,25,25,25,25,25
5725,30103,21:00,75,75,75,75,75,75,75,75
5725,30103,PE,25,25,25,25,25,25,25,25
5746,30053,21:00,75,75,75,75,75,75,75,75
5746,30053,PE,25,25,25,25,25,25,25,25
5751,30102,21:00,75,75,75,75,75,75,75,75
5751,30102,PE,25,25,25,25,25,25,25,25
5779,30102,21:00,75,75,75,75,75,75,75,75
5779,30102,PE,25,25,25,25,25,25,25,25
5783,30102,21:00,75,75,75,75,75,75,75,75
5783,30102,PE,25,25,25,25,25,25,25,25
5787,30053,21:00,75,75,75,75,75,75,75,75
5787,30053,PE,25,25,25,25,25,25,25,25
5789,30053,21:00,75,75,75,75,75,75,75,75
5789,30053,PE,25,25,25,25,25,25,25,25
5807,30103,21:00,75,75,75,75,75,75,75,75
5807,30103,PE,25,25,25,25,25,25,25,25
5809,30103,21:00,75,75,75,75,75,75,75,75
5809,30103,PE,25,25,25,25,25,25,25,25
5810,30053,21:00,75,75,75,75,75,75,75,75
5810,30053,PE,25,25,25,25,25,25,25,25
5812,30053,21:00,75,75,75,75,75,75,75,75
5812,30053,PE,25,25,25,25,25,25,25,25
5828,30102,21:00,75,75,75,75,75,75,75,75
5828,30102,PE,25,25,25,25,25,25,25,25
5831,30102,21:00,75,75,75,75,75,75,75,75
5831,30102,PE,25,25,25,25,25,25,25,25
5837,30103,21:00,75,75,75,75,75,75,75,75
5837,30103,PE,25,25,25,25,25,25,25,25
5839,30102,21:00,75,75,75,75,75,75,75,75
5839,30102,PE,25,25,25,25,25,25,25,25
5862,30103,21:00,75,75,75,75,75,75,75,75
5862,30103,PE,25,25,25,25,25,25,25,25
5867,30053,21:00,75,75,75,75,75,75,75,75
5867,30053,PE,25,25,25,25,25,25,25,25
5880,30103,21:00,75,75,75,75,75,75,75,75
5880,30103,PE,25,25,25,25,25,25,25,25
5893,30102,21:00,75,75,75,75,75,75,75,75
5893,30102,PE,25,25,25,25,25,25,25,25
5895,30103,21:00,75,75,75,75,75,75,75,75
5895,30103,PE,25,25,25,25,25,25,25,25
5905,30103,21:00,75,75,75,75,75,75,75,75
5905,30103,PE,25,25,25,25,25,25,25,25
5913,30102,21:00,75,75,75,75,75,75,75,75
5913,30102,PE,25,25,25,25,25,25,25,25
5921,30102,21:00,75,75,75,75,75,75,75,75
5921,30102,PE,25,25,25,25,25,25,25,25
5927,30053,21:00,75,75,75,75,75,75,75,75
5927,30053,PE,25,25,25,25,25,25,25,25
5966,30053,21:00,75,75,75,75,75,75,75,75
5966,30053,PE,25,25,25,25,25,25,25,25
5984,30102,21:00,75,75,75,75,75,75,75,75
5984,30102,PE,25,25,25,25,25,25,25,25
5996,30102,21:00,75,75,75,75,75,75,75,75
5996,30102,PE,25,25,25,25,25,25,25,25
6006,30102,21:00,75,75,75,75,75,75,75,75
6006,30102,PE,25,25,25,25,25,25,25,25
6011,30103,21:00,75,75,75,75,75,75,75,75
6011,30103,PE,25,25,25,25,25,25,25,25
6012,30103,21:00,75,75,75,75,75,75,75,75
6012,30103,PE,25,25,25,25,25,25,25,25
6014,30053,21:00,75,75,75,75,75,75,75,75
6014,30053,PE,25,25,25,25,25,25,25,25
6016,30103,21:00,75,75,75,75,75,75,75,75
6016,30103,PE,25,25,25,25,25,25,25,25
6030,30053,21:00,75,75,75,75,75,75,75,75
6030,30053,PE,25,25,25,25,25,25,25,25
6045,30102,21:00,75,75,75,75,75,75,75,75
6045,30102,PE,25,25,25,25,25,25,25,25
6046,30102,21:00,75,75,75,75,75,75,75,75
6046,30102,PE,25,25,25,25,25,25,25,25
6060,30102,21:00,75,75,75,75,75,75,75,75
6060,30102,PE,25,25,25,25,25,25,25,25
6065,30102,21:00,75,75,75,75,75,75,75,75
6065,30102,PE,25,25,25,25,25,25,25,25
6091,30053,21:00,75,75,75,75,75,75,75,75
6091,30053,PE,25,25,25,25,25,25,25,25
6092,30053,21:00,75,75,75,75,75,75,75,75
6092,30053,PE,25,25,25,25,25,25,25,25
6103,30102,21:00,75,75,75,75,75,75,75,75
6103,30102,PE,25,25,25,25,25,25,25,25
6112,30102,21:00,75,75,75,75,75,75,75,75
6112,30102,PE,25,25,25,25,25,25,25,25
6114,30053,21:00,75,75,75,75,75,75,75,75
6114,30053,PE,25,25,25,25,25,25,25,25
6119,30102,21:00,75,75,75,75,75,75,75,75
6119,30102,PE,25,25,25,25,25,25,25,25
6124,30053,21:00,75,75,75,75,75,75,75,75
6124,30053,PE,25,25,25,25,25,25,25,25
6136,30103,21:00,75,75,75,75,75,75,75,75
6136,30103,PE,25,25,25,25,25,25,25,25
6137,30053,21:00,75,75,75,75,75,75,75,75
6137,30053,PE,25,25,25,25,25,25,25,25
6139,30053,21:00,75,75,75,75,75,75,75,75
6139,30053,PE,25,25,25,25,25,25,25,25
6141,30102,21:00,75,75,75,75,75,75,75,75
6141,30102,PE,25,25,25,25,25,25,25,25
6142,30053,21:00,75,75,75,75,75,75,75,75
6142,30053,PE,25,25,25,25,25,25,25,25
6148,30103,21:00,75,75,75,75,75,75,75,75
6148,30103,PE,25,25,25,25,25,25,25,25
6159,30102,21:00,75,75,75,75,75,75,75,75
6159,30102,PE,25,25,25,25,25,25,25,25
6165,30103,21:00,75,75,75,75,75,75,75,75
6165,30103,PE,25,25,25,25,25,25,25,25
6167,30053,21:00,75,75,75,75,75,75,75,75
6167,30053,PE,25,25,25,25,25,25,25,25
6170,30053,21:00,75,75,75,75,75,75,75,75
6170,30053,PE,25,25,25,25,25,25,25,25
6174,30053,21:00,75,75,75,75,75,75,75,75
6174,30053,PE,25,25,25,25,25,25,25,25
6178,30102,21:00,75,75,75,75,75,75,75,75
6178,30102,PE,25,25,25,25,25,25,25,25
6189,30103,21:00,75,75,75,75,75,75,75,75
6189,30103,PE,25,25,25,25,25,25,25,25
6195,30102,21:00,75,75,75,75,75,75,75,75
6195,30102,PE,25,25,25,25,25,25,25,25
6202,30103,21:00,75,75,75,75,75,75,75,75
6202,30103,PE,25,25,25,25,25,25,25,25
6214,30103,21:00,75,75,75,75,75,75,75,75
6214,30103,PE,25,25,25,25,25,25,25,25
6219,30053,21:00,75,75,75,75,75,75,75,75
6219,30053,PE,25,25,25,25,25,25,25,25
6242,30103,21:00,75,75,75,75,75,75,75,75
6242,30103,PE,25,25,25,25,25,25,25,25
6261,30053,21:00,75,75,75,75,75,75,75,75
6261,30053,PE,25,25,25,25,25,25,25,25
6262,30053,21:00,75,75,75,75,75,75,75,75
6262,30053,PE,25,25,25,25,25,25,25,25
6276,30102,21:00,75,75,75,75,75,75,75,75
6276,30102,PE,25,25,25,25,25,25,25,25
6299,30102,21:00,75,75,75,75,75,75,75,75
6299,30102,PE,25,25,25,25,25,25,25,25
6300,30102,21:00,75,75,75,75,75,75,75,75
6300,30102,PE,25,25,25,25,25,25,25,25
6305,30102,21:00,75,75,75,75,75,75,75,75
6305,30102,PE,25,25,25,25,25,25,25,25
6316,30103,21:00,75,75,75,75,75,75,75,75
6316,30103,PE,25,25,25,25,25,25,25,25
6323,30053,21:00,75,75,75,75,75,75,75,75
6323,30053,PE,25,25,25,25,25,25,25,25
6338,30053,21:00,75,75,75,75,75,75,75,75
6338,30053,PE,25,25,25,25,25,25,25,25
6369,30102,21:00,75,75,75,75,75,75,75,75
6369,30102,PE,25,25,25,25,25,25,25,25
6388,30102,21:00,75,75,75,75,75,75,75,75
6388,30102,PE,25,25,25,25,25,25,25,25
6403,30053,21:00,75,75,75,75,75,75,75,75
6403,30053,PE,25,25,25,25,25,25,25,25
6405,30103,21:00,75,75,75,75,75,75,75,75
6405,30103,PE,25,25,25,25,25,25,25,25
6411,30102,21:00,75,75,75,75,75,75,75,75
6411,30102,PE,25,25,25,25,25,25,25,25
6426,30053,21:00,75,75,75,75,75,75,75,75
6426,30053,PE,25,25,25,25,25,25,25,25
6428,30102,21:00,75,75,75,75,75,75,75,75
6428,30102,PE,25,25,25,25,25,25,25,25
6441,30102,21:00,75,75,75,75,75,75,75,75
6441,30102,PE,25,25,25,25,25,25,25,25
6446,30053,21:00,75,75,75,75,75,75,75,75
6446,30053,PE,25,25,25,25,25,25,25,25
6447,30102,21:00,75,75,75,75,75,75,75,75
6447,30102,PE,25,25,25,25,25,25,25,25
6461,30053,21:00,75,75,75,75,75,75,75,75
6461,30053,PE,25,25,25,25,25,25,25,25
6462,30102,21:00,75,75,75,75,75,75,75,75
6462,30102,PE,25,25,25,25,25,25,25,25
6489,30103,21:00,75,75,75,75,75,75,75,75
6489,30103,PE,25,25,25,25,25,25,25,25
6501,30103,21:00,75,75,75,75,75,75,75,75
6501,30103,PE,25,25,25,25,25,25,25,25
6503,30053,21:00,75,75,75,75,75,75,75,75
6503,30053,PE,25,25,25,25,25,25,25,25
6519,30053,21:00,75,75,75,75,75,75,75,75
6519,30053,PE,25,25,25,25,25,25,25,25
6532,30053,21:00,75,75,75,75,75,75,75,75
6532,30053,PE,25,25,25,25,25,25,25,25
6533,30103,21:00,75,75,75,75,75,75,75,75
6533,30103,PE,25,25,25,25,25,25,25,25
6542,30103,21:00,75,75,75,75,75,75,75,75
6542,30103,PE,25,25,25,25,25,25,25,25
6569,30102,21:00,75,75,75,75,75,75,75,75
6569,30102,PE,25,25,25,25,25,25,25,25
6570,30102,21:00,75,75,75,75,75,75,75,75
6570,30102,PE,25,25,25,25,25,25,25,25
6576,30103,21:00,75,75,75,75,75,75,75,75
6576,30103,PE,25,25,25,25,25,25,25,25
6577,30103,21:00,75,75,75,75,75,75,75,75
6577,30103,PE,25,25,25,25,25,25,25,25
6582,30053,21:00,75,75,75,75,75,75,75,75
6582,30053,PE,25,25,25,25,25,25,25,25
6589,30103,21:00,75,75,75,75,75,75,75,75
6589,30103,PE,25,25,25,25,25,25,25,25
6598,30103,21:00,75,75,75,75,75,75,75,75
6598,30103,PE,25,25,25,25,25,25,25,25
6599,30053,21:00,75,75,75,75,75,75,75,75
6599,30053,PE,25,25,25,25,25,25,25,25
6602,30102,21:00,75,75,75,75,75,75,75,75
6602,30102,PE,25,25,25,25,25,25,25,25
6607,30103,21:00,75,75,75,75,75,75,75,75
6607,30103,PE,25,25,25,25,25,25,25,25
6614,30053,21:00,75,75,75,75,75,75,75,75
6614,30053,PE,25,25,25,25,25,25,25,25
6616,30053,21:00,75,75,75,75,75,75,75,75
6616,30053,PE,25,25,25,25,25,25,25,25
6618,30103,21:00,75,75,75,75,75,75,75,75
6618,30103,PE,25,25,25,25,25,25,25,25
6636,30102,21:00,75,75,75,75,75,75,75,75
6636,30102,PE,25,25,25,25,25,25,25,25
6642,30102,21:00,75,75,75,75,75,75,75,75
6642,30102,PE,25,25,25,25,25,25,25,25
6655,30103,21:00,75,75,75,75,75,75,75,75
6655,30103,PE,25,25,25,25,25,25,25,25
6660,30103,21:00,75,75,75,75,75,75,75,75
6660,30103,PE,25,25,25,25,25,25,25,25
6662,30102,21:00,75,75,75,75,75,75,75,75
6662,30102,PE,25,25,25,25,25,25,25,25
6669,30103,21:00,75,75,75,75,75,75,75,75
6669,30103,PE,25,25,25,25,25,25,25,25
6678,30102,21:00,75,75,75,75,75,75,75,75
6678,30102,PE,25,25,25,25,25,25,25,25
6679,30103,21:00,75,75,75,75,75,75,75,75
6679,30103,PE,25,25,25,25,25,25,25,25
6681,30103,21:00,75,75,75,75,75,75,75,75
6681,30103,PE,25,25,25,25,25,25,25,25
6682,30103,21:00,75,75,75,75,75,75,75,75
6682,30103,PE,25,25,25,25,25,25,25,25
6683,30103,21:00,75,75,75,75,75,75,75,75
6683,30103,PE,25,25,25,25,25,25,25,25
6684,30103,21:00,75,75,75,75,75,75,75,75
6684,30103,PE,25,25,25,25,25,25,25,25
6685,30102,21:00,75,75,75,75,75,75,75,75
6685,30102,PE,25,25,25,25,25,25,25,25
6687,30103,21:00,75,75,75,75,75,75,75,75
6687,30103,PE,25,25,25,25,25,25,25,25
6697,30053,21:00,75,75,75,75,75,75,75,75
6697,30053,PE,25,25,25,25,25,25,25,25
6700,30102,21:00,75,75,75,75,75,75,75,75
6700,30102,PE,25,25,25,25,25,25,25,25
6716,30102,21:00,75,75,75,75,75,75,75,75
